Predio;I.D. Faena;N° Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N° Autorización SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N° Aplica Periodo.;Nº aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. Término;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentración;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador Técnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;54.184;54184;Uva;Selma;28/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;5;0;EEII;EEII 1;6;5,54;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;5;774,75;Real;;;;;
El espejo;54.186;54186;Uva;Selma;28/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;5;0;EEII;EEII 1;7;5,54;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;5;774,75;Real;;;;;
El espejo;54.187;54187;Uva;Selma;28/10/2024;Flor;p-201;BIO-INICO;;;;155,13;Litros;0;x 100Lts;155,13;5,54;859,42;0;0;Total;5;0;EEII;EEII 1;8;5,54;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;5;775,65;Real;;;;;
El espejo;50.349;50349;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;203,45;Litros;0;Hectareas;65;3,13;203,45;0;65;Total;7;0;EEI;EEI 1;1;3,13;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;7;1.020,38;Real;;;;;
El espejo;50.352;50352;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;57;Litros;0;Hectareas;20;2,85;57;0;20;Total;6;0;EEI;EEI 1;2;2,85;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;6;684;Real;;;;;
El espejo;50.355;50355;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;574,21;Litros;0;Hectareas;91;6,31;574,21;0;91;Total;6;0;EEI;EEI 1;4;6,31;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;6;3.356,92;Real;;;;;
El espejo;50.358;50358;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;1.312,35;Litros;0;Hectareas;195;6,73;1.312,35;0;195;Total;4;0;EEI;EEI 1;9;6,73;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;4.077,94;Real;;;;;
El espejo;50.361;50361;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;448,01;Litros;0;Hectareas;71;6,31;448,01;0;71;Total;5;0;EEI;EEI 2;3;6,31;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;5;2.385,18;Real;;;;;
El espejo;50.363;50363;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;117;Litros;0;x 100Lts;117;4,58;535,86;0;117;Total;4;0;EEI;EEI 2;5;4,58;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;1.724,58;Real;;;;;
El espejo;50.365;50365;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;105,56;Litros;0;Hectareas;52;2,03;105,56;0;52;Total;4;0;EEI;EEI 2;6;2,03;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;422,24;Real;;;;;
El espejo;50.367;50367;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;105,82;Litros;0;Hectareas;26;4,07;105,82;0;26;Total;7;0;EEI;EEI 2;11;4,07;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;7;980,87;Real;;;;;
El espejo;50.369;50369;Uva;Flame;28/10/2024;Flor/Envero;p-201;BIO-INICO;;;;100,76;Litros;0;Hectareas;44;2,29;100,76;0;44;Total;5;0;EEI;EEI 2;12;2,29;28/10/2024;;28/10/2024;;0;0;0;29/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;5;554,18;Real;;;;;
El espejo;50.337;50337;Uva;Flame;27/10/2024;Flor/Envero;p-201;BIO-INICO;;;;75,12;Litros;0;Hectareas;24;3,13;75,12;0;24;Total;6;0;EEI;EEI 1;1;3,13;27/10/2024;;27/10/2024;;0;0;0;28/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;6;816,93;Real;;;;;
El espejo;50.340;50340;Uva;Flame;27/10/2024;Flor/Envero;p-201;BIO-INICO;;;;171;Litros;0;Hectareas;60;2,85;171;0;60;Total;5;0;EEI;EEI 1;2;2,85;27/10/2024;;27/10/2024;;0;0;0;28/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;5;627;Real;;;;;
El espejo;50.343;50343;Uva;Flame;27/10/2024;Flor/Envero;p-201;BIO-INICO;;;;498,83;Litros;0;Hectareas;83;6,01;498,83;0;83;Total;4;0;EEI;EEI 1;7;6,01;27/10/2024;;27/10/2024;;0;0;0;28/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;1.995,32;Real;;;;;
El espejo;52.904;52904;Uva;Flame;27/10/2024;Flor/Envero;p-201;BIO-INICO;;;;223,85;Litros;0;Hectareas;55;4,07;223,85;0;55;Total;9;0;EEI;EEI 2;11;4,07;27/10/2024;;27/10/2024;;0;0;0;28/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;9;1.318,68;Real;;;;;
El espejo;52.905;52905;Uva;Flame;27/10/2024;Flor/Envero;p-201;BIO-INICO;;;;398,58;Litros;0;Hectareas;78;5,11;398,58;0;78;Total;7;0;EEI;EEI 2;14;5,11;27/10/2024;;27/10/2024;;0;0;0;28/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;7;1.895,19;Real;;;;;
El espejo;50.346;50346;Uva;Flame;27/10/2024;Flor/Envero;p-201;BIO-INICO;;;;642,39;Litros;0;Hectareas;133;4,83;642,39;0;133;Total;2;0;EEI;EEI 1;8;4,83;27/10/2024;;27/10/2024;;0;0;0;28/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;2;1.284,78;Real;;;;;
El espejo;50.373;50373;Uva;Flame;27/10/2024;Flor/Envero;p-201;BIO-INICO;;;;542,66;Litros;0;Hectareas;86;6,31;542,66;0;86;Total;6;0;EEI;EEI 1;4;6,31;27/10/2024;;27/10/2024;;0;0;0;28/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;6;3.325,37;Real;;;;;
El espejo;55.242;55242;Uva;Flame;27/10/2024;Flor/Envero;p-201;BIO-INICO;;;;486,81;Litros;0;Hectareas;81;6,01;486,81;0;81;Total;6;0;EEI;EEI 1;7;6,01;27/10/2024;;27/10/2024;;0;0;0;28/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;tomas;$ 0,00;;0;;0;6;2.968,94;Real;;;;;
El espejo;50.383;50383;Uva;Flame;27/10/2024;;p-201;BIO-INICO;;;;27,247;Litros;0;x 100Lts;0;5,11;0;0;0;Total;5;0;EEI;EEI 2;14;5,11;27/10/2024;;;;0;0;0;;;;Confirmada;APLICACIONES;FITOSANITARIO;;;0;;;;;;;natalia;$ 0,00;;0;;0;5;1.098,03;Real;;;;;
El espejo;54.053;54053;Uva;Selma;26/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;1;5,54;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.054;54054;Uva;Selma;26/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;2;5,54;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.059;54059;Uva;Flame;26/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;9;5,54;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.060;54060;Uva;Flame;26/10/2024;Flor;p-201;BIO-INICO;;;;155,13;Litros;0;x 100Lts;155,13;5,54;859,42;0;0;Total;4;0;EEII;EEII 1;10;5,54;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;620,52;Real;;;;;
El espejo;54.065;54065;Uva;Selma;26/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;3;5,54;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.066;54066;Uva;Selma;26/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;4;5,54;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.079;54079;Uva;Flame;26/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;11;5,54;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.080;54080;Uva;Flame;26/10/2024;Flor;p-201;BIO-INICO;;;;155,13;Litros;0;x 100Lts;155,13;5,54;859,42;0;0;Total;4;0;EEII;EEII 1;12;5,54;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;620,52;Real;;;;;
El espejo;50.310;50310;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;448,01;Litros;0;Hectareas;71;6,31;448,01;0;71;Total;3;0;EEI;EEI 2;3;6,31;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;1.344,03;Real;;;;;
El espejo;50.312;50312;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;535,86;Litros;0;Hectareas;117;4,58;535,86;0;117;Total;3;0;EEI;EEI 2;5;4,58;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;1.607,58;Real;;;;;
El espejo;50.314;50314;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;105,56;Litros;0;Hectareas;52;2,03;105,56;0;52;Total;3;0;EEI;EEI 2;6;2,03;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;316,68;Real;;;;;
El espejo;50.316;50316;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;105,82;Litros;0;Hectareas;26;4,07;105,82;0;26;Total;3;0;EEI;EEI 2;11;4,07;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;317,46;Real;;;;;
El espejo;50.318;50318;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;100,76;Litros;0;Hectareas;44;2,29;100,76;0;44;Total;3;0;EEI;EEI 2;12;2,29;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;416,78;Real;;;;;
El espejo;50.322;50322;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;70,52;Litros;0;Hectareas;43;1,64;70,52;0;43;Total;3;0;EEI;EEI 2;10;1,64;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;211,56;Real;;;;;
El espejo;52.887;52887;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;593,14;Litros;0;Hectareas;94;6,31;593,14;0;94;Total;6;0;EEI;EEI 2;3;6,31;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;6;3.129,76;Real;;;;;
El espejo;50.328;50328;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;306,6;Litros;0;Hectareas;60;5,11;306,6;0;60;Total;3;0;EEI;EEI 2;14;5,11;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;672,2;Real;;;;;
El espejo;52.888;52888;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;109,89;Litros;0;Hectareas;27;4,07;109,89;0;27;Total;8;0;EEI;EEI 2;11;4,07;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;8;1.094,83;Real;;;;;
El espejo;52.889;52889;Uva;Flame;26/10/2024;Flor/Envero;p-201;BIO-INICO;;;;36,64;Litros;0;Hectareas;16;2,29;36,64;0;16;Total;6;0;EEI;EEI 2;12;2,29;26/10/2024;;26/10/2024;;0;0;0;27/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;6;526,7;Real;;;;;
El espejo;54.061;54061;Uva;Selma;25/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;5;5,54;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.062;54062;Uva;Selma;25/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;6;5,54;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.063;54063;Uva;Selma;25/10/2024;Flor;p-201;BIO-INICO;;;;154,95;Litros;0;x 100Lts;154,95;5,54;858,42;0;0;Total;4;0;EEII;EEII 1;7;5,54;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;619,8;Real;;;;;
El espejo;54.064;54064;Uva;Selma;25/10/2024;Flor;p-201;BIO-INICO;;;;155,13;Litros;0;x 100Lts;155,13;5,54;859,42;0;0;Total;4;0;EEII;EEII 1;8;5,54;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;620,52;Real;;;;;
El espejo;54.081;54081;Uva;Fiesta;25/10/2024;Flor;p-201;BIO-INICO;;;;61,87;Litros;0;x 100Lts;61,87;2,28;141,06;0;0;Total;4;0;EEII;EEII 2;14;2,28;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;247,48;Real;;;;;
El espejo;54.082;54082;Uva;Fiesta;25/10/2024;Flor;p-201;BIO-INICO;;;;93;Litros;0;x 100Lts;93;3,44;319,92;0;0;Total;4;0;EEII;EEII 2;15;3,44;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;372;Real;;;;;
El espejo;54.083;54083;Uva;Fiesta;25/10/2024;Flor;p-201;BIO-INICO;;;;133,52;Litros;0;x 100Lts;133,52;4,9;654,24;0;0;Total;3;0;EEII;EEII 2;16;4,9;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;400,56;Real;;;;;
El espejo;54.084;54084;Uva;Fiesta;25/10/2024;Flor;p-201;BIO-INICO;;;;93,09;Litros;0;x 100Lts;93,09;3,43;319,29;0;0;Total;4;0;EEII;EEII 2;17;3,43;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;372,36;Real;;;;;
El espejo;54.085;54085;Uva;Fiesta;25/10/2024;Flor;p-201;BIO-INICO;;;;57,53;Litros;0;x 100Lts;57,53;2,12;121,96;0;0;Total;4;0;EEII;EEII 2;18;2,12;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;230,12;Real;;;;;
El espejo;54.086;54086;Uva;Fiesta;25/10/2024;Flor;p-201;BIO-INICO;;;;97,43;Litros;0;x 100Lts;97,43;3,59;349,77;0;0;Total;4;0;EEII;EEII 2;19;3,59;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;389,72;Real;;;;;
El espejo;54.087;54087;Uva;Fiesta;25/10/2024;Flor;p-201;BIO-INICO;;;;127;Litros;0;x 100Lts;127;4,68;594,36;0;0;Total;4;0;EEII;EEII 2;20;4,68;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;508;Real;;;;;
El espejo;54.089;54089;Uva;Fiesta;25/10/2024;Flor;p-201;BIO-INICO;;;;86,57;Litros;0;x 100Lts;86,57;3,19;276,15;0;0;Total;4;0;EEII;EEII 2;21;3,19;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;4;346,28;Real;;;;;
El espejo;50.292;50292;Uva;Flame;25/10/2024;Flor/Envero;p-201;BIO-INICO;;;;71,99;Litros;0;Hectareas;23;3,13;71,99;0;23;Total;3;0;EEI;EEI 1;1;3,13;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;347,43;Real;;;;;
El espejo;50.293;50293;Uva;Flame;25/10/2024;Flor/Envero;p-201;BIO-INICO;;;;171;Litros;0;Hectareas;60;2,85;171;0;60;Total;3;0;EEI;EEI 1;2;2,85;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;399;Real;;;;;
El espejo;50.299;50299;Uva;Flame;25/10/2024;Flor/Envero;p-201;BIO-INICO;;;;504,84;Litros;0;Hectareas;84;6,01;504,84;0;84;Total;2;0;EEI;EEI 1;7;6,01;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;2;1.009,68;Real;;;;;
El espejo;50.302;50302;Uva;Flame;25/10/2024;Flor/Envero;p-201;BIO-INICO;;;;197,19;Litros;0;Hectareas;63;3,13;197,19;0;63;Total;5;0;EEI;EEI 1;1;3,13;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;natalia;$ 0,00;;0;;0;5;741,81;Real;;;;;
El espejo;50.306;50306;Uva;Flame;25/10/2024;Flor/Envero;p-201;BIO-INICO;;;;561,59;Litros;0;Hectareas;89;6,31;561,59;0;89;Total;3;0;EEI;EEI 1;4;6,31;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;1.697,39;Real;;;;;
El espejo;52.867;52867;Uva;Flame;25/10/2024;Flor/Envero;p-201;BIO-INICO;;;;57;Litros;0;Hectareas;20;2,85;57;0;20;Total;5;0;EEI;EEI 1;2;2,85;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;5;513;Real;;;;;
El espejo;50.308;50308;Uva;Flame;25/10/2024;Flor/Envero;p-201;BIO-INICO;;;;1.265,24;Litros;0;Hectareas;188;6,73;1.265,24;0;188;Total;3;0;EEI;EEI 1;9;6,73;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;3;2.765,59;Real;;;;;
El espejo;52.870;52870;Uva;Flame;25/10/2024;Flor/Envero;p-201;BIO-INICO;;;;642,39;Litros;0;Hectareas;133;4,83;642,39;0;133;Total;2;0;EEI;EEI 1;8;4,83;25/10/2024;;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;RODRIGUEZ ROLANDO CARLOS;;;;;natalia;$ 0,00;;0;;0;2;1.284,78;Real;;;;;
El espejo;46.788;46788;Uva;Flame;25/10/2024;Flor;p-109;ACIDO-FOSFORICO;;;;0,3;Litros;0;x 100Lts;0,3;3,13;0,93;0;1.565,00;Total;4;0;EEI;EEI 1;1;3,13;25/10/2024;06:00:00;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;AF - PREFLOR;;;0;;ACIAR  PABLO EVARISTO;;;;;natalia;$ 0,00;;0;;0;4;1,2;Real;;;;;
El espejo;46.788;46788;Uva;Flame;25/10/2024;Flor;p-63;GIBERELINA-kgs;;;;0,03;Kilos;0;x 100Lts;0,03;3,13;0,09;0;1.565,00;Total;2;0;EEI;EEI 1;1;3,13;25/10/2024;06:00:00;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;AF - PREFLOR;;;0;;ACIAR  PABLO EVARISTO;;;;;natalia;$ 0,00;;0;;0;2;0,05;Real;;;;;
El espejo;46.788;46788;Uva;Flame;25/10/2024;Flor;p-113;ADHERENTE;;;;0,3;Litros;0;x 100Lts;0,3;3,13;0,93;0;1.565,00;Total;4;0;EEI;EEI 1;1;3,13;25/10/2024;06:00:00;25/10/2024;;0;0;0;26/10/2024;;;Confirmada;APLICACIONES;AF - PREFLOR;;;0;;ACIAR  PABLO EVARISTO;;;;;natalia;$ 0,00;;0;;0;4;1,2;Real;;;;;
